idcid;codigo;descricao;restricao_sexo
10225;X085;Exposição a outro tipo especificado de fumaça, fogo ou chamas - áreas de comércio e de serviços;
10226;X086;Exposição a outro tipo especificado de fumaça, fogo ou chamas - áreas industriais e em construção;
10227;X087;Exposição a outro tipo especificado de fumaça, fogo ou chamas - fazenda;
10228;X088;Exposição a outro tipo especificado de fumaça, fogo ou chamas - outros locais especificados;
10229;X089;Exposição a outro tipo especificado de fumaça, fogo ou chamas - local não especificado;
10230;X090;Exposição a tipo não especificado de fumaça, fogo ou chamas - residência;
10231;X091;Exposição a tipo não especificado de fumaça, fogo ou chamas - habitação coletiva;
10232;X092;Exposição a tipo não especificado de fumaça, fogo ou chamas - escolas, outras instituições e áreas de administração pública;
10233;X093;Exposição a tipo não especificado de fumaça, fogo ou chamas - área para a prática de esportes e atletismo;
10234;X094;Exposição a tipo não especificado de fumaça, fogo ou chamas - rua e estrada;
10235;X095;Exposição a tipo não especificado de fumaça, fogo ou chamas - áreas de comércio e de serviços;
10236;X096;Exposição a tipo não especificado de fumaça, fogo ou chamas - áreas industriais e em construção;
10237;X097;Exposição a tipo não especificado de fumaça, fogo ou chamas - fazenda;
10238;X098;Exposição a tipo não especificado de fumaça, fogo ou chamas - outros locais especificados;
10239;X099;Exposição a tipo não especificado de fumaça, fogo ou chamas - local não especificado;
10240;X100;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - residência;
10241;X101;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - habitação coletiva;
10242;X102;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - escolas, outras instituições e áreas de administração pública;
10243;X103;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - área para a prática de esportes e atletismo;
10244;X104;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - rua e estrada;
10245;X105;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - áreas de comércio e de serviços;
10246;X106;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - áreas industriais e em construção;
10247;X107;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - fazenda;
10248;X108;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - outros locais especificados;
10249;X109;Contato com bebidas, alimentos, gordura e óleo de cozinha quentes - local não especificado;
10250;X110;Contato com água corrente quente de torneira - residência;
10251;X111;Contato com água corrente quente de torneira - habitação coletiva;
10252;X112;Contato com água corrente quente de torneira - escolas, outras instituições e áreas de administração pública;
10253;X113;Contato com água corrente quente de torneira - área para a prática de esportes e atletismo;
10254;X114;Contato com água corrente quente de torneira - rua e estrada;
10255;X115;Contato com água corrente quente de torneira - áreas de comércio e de serviços;
10256;X116;Contato com água corrente quente de torneira - áreas industriais e em construção;
10257;X117;Contato com água corrente quente de torneira - fazenda;
10258;X118;Contato com água corrente quente de torneira - outros locais especificados;
10259;X119;Contato com água corrente quente de torneira - local não especificado;
10260;X120;Contato com outros líquidos quentes - residência;
10261;X121;Contato com outros líquidos quentes - habitação coletiva;
10262;X122;Contato com outros líquidos quentes - escolas, outras instituições e áreas de administração pública;
10263;X123;Contato com outros líquidos quentes - área para a prática de esportes e atletismo;
10264;X124;Contato com outros líquidos quentes - rua e estrada;
10265;X125;Contato com outros líquidos quentes - áreas de comércio e de serviços;
10266;X126;Contato com outros líquidos quentes - áreas industriais e em construção;
10267;X127;Contato com outros líquidos quentes - fazenda;
10268;X128;Contato com outros líquidos quentes - outros locais especificados;
10269;X129;Contato com outros líquidos quentes - local não especificado;
10270;X130;Contato com vapor d'água e com vapores quentes - residência;
10271;X131;Contato com vapor d'água e com vapores quentes - habitação coletiva;
10272;X132;Contato com vapor d'água e com vapores quentes - escolas, outras instituições e áreas de administração pública;
10273;X133;Contato com vapor d'água e com vapores quentes - área para a prática de esportes e atletismo;
10274;X134;Contato com vapor d'água e com vapores quentes - rua e estrada;
10275;X135;Contato com vapor d'água e com vapores quentes - áreas de comércio e de serviços;
10276;X136;Contato com vapor d'água e com vapores quentes - áreas industriais e em construção;
10277;X137;Contato com vapor d'água e com vapores quentes - fazenda;
10278;X138;Contato com vapor d'água e com vapores quentes - outros locais especificados;
10279;X139;Contato com vapor d'água e com vapores quentes - local não especificado;
10280;X140;Contato com ar e gases quentes - residência;
10281;X141;Contato com ar e gases quentes - habitação coletiva;
10282;X142;Contato com ar e gases quentes - escolas, outras instituições e áreas de administração pública;
10283;X143;Contato com ar e gases quentes - área para a prática de esportes e atletismo;
10284;X144;Contato com ar e gases quentes - rua e estrada;
10285;X145;Contato com ar e gases quentes - áreas de comércio e de serviços;
10286;X146;Contato com ar e gases quentes - áreas industriais e em construção;
10287;X147;Contato com ar e gases quentes - fazenda;
10288;X148;Contato com ar e gases quentes - outros locais especificados;
10289;X149;Contato com ar e gases quentes - local não especificado;
10290;X150;Contato com aparelhos domésticos quentes - residência;
10291;X151;Contato com aparelhos domésticos quentes - habitação coletiva;
10292;X152;Contato com aparelhos domésticos quentes - escolas, outras instituições e áreas de administração pública;
10293;X153;Contato com aparelhos domésticos quentes - área para a prática de esportes e atletismo;
10294;X154;Contato com aparelhos domésticos quentes - rua e estrada;
10295;X155;Contato com aparelhos domésticos quentes - áreas de comércio e de serviços;
10296;X156;Contato com aparelhos domésticos quentes - áreas industriais e em construção;
10297;X157;Contato com aparelhos domésticos quentes - fazenda;
10298;X158;Contato com aparelhos domésticos quentes - outros locais especificados;
10299;X159;Contato com aparelhos domésticos quentes - local não especificado;
10300;X160;Contato com aquecedores, radiadores e tubulação - residência;
10301;X161;Contato com aquecedores, radiadores e tubulação - habitação coletiva;
10302;X162;Contato com aquecedores, radiadores e tubulação - escolas, outras instituições e áreas de administração pública;
10303;X163;Contato com aquecedores, radiadores e tubulação - área para a prática de esportes e atletismo;
10304;X164;Contato com aquecedores, radiadores e tubulação - rua e estrada;
10305;X165;Contato com aquecedores, radiadores e tubulação - áreas de comércio e de serviços;
10306;X166;Contato com aquecedores, radiadores e tubulação - áreas industriais e em construção;
10307;X167;Contato com aquecedores, radiadores e tubulação - fazenda;
10308;X168;Contato com aquecedores, radiadores e tubulação - outros locais especificados;
